10,10,59,114051,31.000000
10,10,59,109622,31.049999
10,10,59,112388,31.100000
10,10,59,108718,31.150000
10,10,59,112645,31.200001
10,10,59,108637,31.250000
10,10,59,111338,31.299999
10,10,59,106965,31.350000
10,10,59,106416,31.400000
10,10,59,110994,31.450001
10,10,59,108105,31.500000
10,10,59,107543,31.549999
10,11,57,106336,31.600000
10,10,58,108407,31.650000
10,10,58,107318,31.700001
10,11,57,106838,31.750000
10,10,57,105273,31.799999
10,10,57,109198,31.850000
10,10,57,111095,31.900000
10,10,57,108373,31.950001
10,10,57,108601,32.000000
10,10,57,107800,32.049999
10,10,57,105578,32.099998
10,10,57,109027,32.150002
10,10,57,109496,32.200001
10,10,57,109381,32.250000
10,10,57,109482,32.299999
10,10,57,108293,32.349998
10,10,57,109942,32.400002
10,10,57,108219,32.450001
10,10,57,111790,32.500000
10,10,57,109051,32.549999
10,10,57,112558,32.599998
10,10,57,108813,32.650002
10,10,57,112657,32.700001
10,10,57,109942,32.750000
10,10,57,113633,32.799999
10,10,57,111763,32.849998
10,10,57,113071,32.900002
10,10,57,110613,32.950001
10,10,57,112175,33.000000
10,10,57,110722,33.049999
10,10,57,113625,33.099998
10,10,57,112497,33.150002
10,10,57,112995,33.200001
10,10,57,112949,33.250000
10,10,57,113933,33.299999
10,10,57,112992,33.349998
10,10,57,109190,33.400002
10,10,57,111504,33.450001
10,10,57,109444,33.500000
10,10,57,112807,33.549999
10,10,57,110245,33.599998
10,10,57,113197,33.650002
10,10,57,113064,33.700001
10,10,57,113222,33.750000
10,10,57,112980,33.799999
10,10,57,111261,33.849998
10,10,57,115967,33.900002
10,10,57,110790,33.950001
10,10,57,115483,34.000000
10,10,57,113727,34.049999
10,10,57,109511,34.099998
10,10,57,112466,34.150002
10,10,57,109405,34.200001
10,10,57,112871,34.250000
10,10,57,109057,34.299999
10,10,57,112376,34.349998
10,10,57,108870,34.400002
10,10,57,112130,34.450001
10,10,57,112860,34.500000
10,10,57,108311,34.549999
10,10,57,112111,34.599998
10,10,57,106962,34.650002
10,10,57,108546,34.700001
10,11,56,108165,34.750000
10,10,57,105387,34.799999
10,10,57,107871,34.849998
10,10,57,108295,34.900002
10,10,57,105507,34.950001
10,10,57,108036,35.000000
10,11,55,108706,35.049999
10,10,56,104254,35.099998
10,11,55,107165,35.150002
10,11,54,107048,35.200001
10,10,55,106551,35.250000
10,10,55,110116,35.299999
10,10,55,110438,35.349998
10,10,55,110041,35.400002
10,10,55,110159,35.450001
10,10,55,109072,35.500000
10,10,55,110142,35.549999
10,10,55,108744,35.599998
10,10,55,110722,35.650002
10,10,55,109694,35.700001
10,10,55,111042,35.750000
10,10,55,109474,35.799999
10,10,55,111366,35.849998
10,10,55,110661,35.900002
10,10,55,112876,35.950001
10,10,55,110945,36.000000
10,10,55,112803,36.049999
10,10,55,110986,36.099998
10,10,55,114000,36.150002
10,10,55,113635,36.200001
10,10,55,114243,36.250000
10,10,55,112550,36.299999
